식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,대두_땅콩_여부,알레르기_권고,유제품여부,탄닌가능성,쿠마린여부,쿠마린_권고,카페인여부,알코올_유무
D220-748000000-1037,커피_카페 라떼 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,52,,1.8,,,,3.0,,,,,,31.0,,,,,,,,,,1.2,,3,식품의약품안전처,450g,커피:니,2,수집,2023-09-19,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1038,커피_카페 라떼 아이스(ICED) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,28,,1.3,,,,2.08,,,,,,21.0,,,,,,,,,,0.95,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1039,커피_카페 라떼 아이스(ICED) (ML),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,21,,0.99,,,1.69,1.69,,,,,,14.0,,,,,,,,,,0.7,,3,식품의약품안전처,710g,더리터,2,수집,2023-07-20,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1040,커피_카페 라떼 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,58,,1.97,,,,3.66,,,,,,29.0,,,,,,,,,,2.25,,3,식품의약품안전처,355g,달콤,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1041,커피_카페 라떼 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,23,,1.06,,,,1.27,,,,,,8.0,,,,,,,,,,0.63,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1042,커피_카페 라떼 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,33,,1.3,,,,2.13,,,,,,22.0,,,,,,,,,,0.85,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1043,커피_카페 라떼 아이스(ICED) (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,23,,1.13,,,,1.13,,,,,,8.0,,,,,,,,,,0.56,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1044,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,44,,1.86,,,,3.05,,,,,,30.0,,,,,,,,,,1.52,,3,식품의약품안전처,591g,더벤티,2,수집,2023-06-22,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1045,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,46,,2.18,,,,3.11,,,,,,34.0,,,,,,,,,,,,3,식품의약품안전처,473g,매머드 익스프레스,2,수집,2023-06-23,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1046,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,54,,2.32,,,3.91,3.8,,,,,,40.0,,,,,,,,,0.0,1.9,,3,식품의약품안전처,500g,바나프레소,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1047,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,58,,2.5,,,,4.17,,,,,,43.0,,,,,,,,,,2.08,,3,식품의약품안전처,240g,베러댄와플,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1048,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,61,,2.57,,,,4.0,,,,,,46.0,,,,,,,,,,2.29,,3,식품의약품안전처,350g,카페게이트,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1049,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,50,,2.17,,,,3.47,,,,,,35.0,,,,,,,,,,1.74,,3,식품의약품안전처,360g,카페루앤비,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1050,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,54,,2.51,,,,3.41,,,,,,35.0,,,,,,,,,,2.51,,3,식품의약품안전처,390g,팔공티,2,수집,2023-09-26,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1051,커피_카페 라떼 핫(HOT) (K(코끼리)),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,43,,2.0,,,,3.54,,,,,,29.0,,,,,,,,,,2.15,,3,식품의약품안전처,650g,달콤,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1052,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,43,,1.9,,,,3.59,,,,,,29.0,,,,,,,,,,2.11,,3,식품의약품안전처,473g,달콤,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1053,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,34,,1.62,,,,2.54,,,,,,25.0,,,,,,,,,,1.17,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1054,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,85,,3.35,,,,5.5,,,,,,56.0,,,,,,,,,,2.3,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1055,커피_카페 라떼 핫(HOT) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,39,,1.81,,,,2.93,,,,,,29.0,,,,,,,,,,1.34,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1056,커피_카페 라떼 핫(HOT) (ML),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,35,,1.69,,,2.88,2.88,,,,,,24.0,,,,,,,,,,1.35,,3,식품의약품안전처,591g,더리터,2,수집,2023-07-20,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1057,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,58,,1.97,,,,3.66,,,,,,29.0,,,,,,,,,,2.25,,3,식품의약품안전처,355g,달콤,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1058,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,25,,1.27,,,,1.27,,,,,,9.0,,,,,,,,,,0.63,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1059,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,69,,2.59,,,,4.26,,,,,,43.0,,,,,,,,,,1.68,,3,식품의약품안전처,340g,커피:니,2,수집,2023-09-19,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1060,커피_카페 라떼 핫(HOT) (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,25,,1.13,,,,1.41,,,,,,9.0,,,,,,,,,,0.85,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1061,커피_카페모카,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,39,,1.24,,,,5.46,,,,,,18.0,,,,,,,,,,0.86,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1062,커피_카페모카 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,80,,1.69,,,,9.81,,,,,,40.0,,,,,,,,,,2.54,,3,식품의약품안전처,591g,더벤티,2,수집,2023-06-22,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1063,커피_카페모카 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,50,,1.13,,,7.34,6.14,,,,,,28.0,,,,,,,,,0.0,1.13,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1064,커피_카페모카 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,107,,2.81,,,,16.14,,,,,,47.0,,,,,,,,,,1.75,,3,식품의약품안전처,285g,베러댄와플,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1065,커피_카페모카 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,79,,1.35,,,,7.78,,,,,,34.0,,,,,,,,,,2.71,,3,식품의약품안전처,591g,카페게이트,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1066,커피_카페모카 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,78,,1.45,,,,8.57,,,,,,33.0,,,,,,,,,,3.33,,3,식품의약품안전처,420g,카페루앤비,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1067,커피_카페모카 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,69,,1.3,,,,7.3,,,,,,26.0,,,,,,,,,,2.19,,3,식품의약품안전처,470g,팔공티,2,수집,2023-09-26,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1068,커피_카페모카 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,63,,0.74,,,9.83,8.77,,,,,,21.0,,,,,,,,,,1.9,,3,식품의약품안전처,946g,더리터,2,수집,2023-07-20,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1069,커피_카페모카 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,53,,1.4,,,,7.43,,,,,,24.0,,,,,,,,,,0.84,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1070,커피_카페모카 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,91,,2.62,,,,9.27,,,,,,29.0,,,,,,,,,,1.36,,3,식품의약품안전처,450g,커피:니,2,수집,2023-09-19,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1071,커피_카페모카 아이스(ICED) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,54,,1.4,,,,7.45,,,,,,24.0,,,,,,,,,,0.88,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1072,커피_카페모카 아이스(ICED) (ML),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,47,,0.56,,,6.9,6.2,,,,,,16.0,,,,,,,,,,1.55,,3,식품의약품안전처,710g,더리터,2,수집,2023-07-20,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1073,커피_카페모카 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,70,,2.65,,,,7.33,,,,,,29.0,,,,,,,,,,1.19,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1074,커피_카페모카 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,92,,2.2,,,,10.66,,,,,,48.0,,,,,,,,,,2.88,,3,식품의약품안전처,591g,더벤티,2,수집,2023-06-22,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1075,커피_카페모카 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,82,,2.19,,,10.74,9.19,,,,,,49.0,,,,,,,,,0.0,2.07,,3,식품의약품안전처,500g,바나프레소,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1076,커피_카페모카 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,107,,2.81,,,,16.14,,,,,,47.0,,,,,,,,,,1.75,,3,식품의약품안전처,285g,베러댄와플,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1077,커피_카페모카 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,77,,1.54,,,,7.54,,,,,,35.0,,,,,,,,,,2.62,,3,식품의약품안전처,650g,카페게이트,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1078,커피_카페모카 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,104,,2.33,,,,10.0,,,,,,49.0,,,,,,,,,,3.89,,3,식품의약품안전처,360g,카페루앤비,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1079,커피_카페모카 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,109,,2.5,,,,10.0,,,,,,39.0,,,,,,,,,,3.61,,3,식품의약품안전처,460g,팔공티,2,수집,2023-09-26,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1080,커피_카페모카 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,57,,1.68,,,,7.4,,,,,,28.0,,,,,,,,,,1.05,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1081,커피_카페모카 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,128,,4.23,,,,12.55,,,,,,59.0,,,,,,,,,,2.39,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1082,커피_카페모카 핫(HOT) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,60,,1.88,,,,7.48,,,,,,31.0,,,,,,,,,,1.27,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1083,커피_카페모카 핫(HOT) (ML),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,84,,1.52,,,11.17,9.98,,,,,,36.0,,,,,,,,,,2.88,,3,식품의약품안전처,591g,더리터,2,수집,2023-07-20,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1084,커피_카페모카 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,105,,3.74,,,,12.0,,,,,,53.0,,,,,,,,,,2.16,,3,식품의약품안전처,340g,커피:니,2,수집,2023-09-19,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1085,커피_카푸치노 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,21,,0.93,,,,1.43,,,,,,15.0,,,,,,,,,,0.71,,3,식품의약품안전처,420g,카페루앤비,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,False,False
D220-748000000-1086,커피_카푸치노 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,20,,0.95,,,1.8,1.69,,,,,,13.0,,,,,,,,,,0.74,,3,식품의약품안전처,946g,더리터,2,수집,2023-07-20,2025-04-08,False,,False,True,False,,False,False
D220-748000000-1087,커피_카푸치노 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,44,,1.84,,,,2.33,,,,,,24.0,,,,,,,,,,1.02,,3,식품의약품안전처,450g,커피:니,2,수집,2023-09-19,2025-04-08,False,,False,True,False,,False,False
D220-748000000-1088,커피_카푸치노 아이스(ICED) (ML),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,19,,0.85,,,1.69,1.69,,,,,,12.0,,,,,,,,,,0.7,,3,식품의약품안전처,710g,더리터,2,수집,2023-07-20,2025-04-08,False,,False,True,False,,False,False
D220-748000000-1089,커피_카푸치노 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,39,,1.53,,,,2.5,,,,,,25.0,,,,,,,,,,0.98,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,False,,False,True,False,,False,False
D220-748000000-1090,커피_카푸치노 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,46,,2.0,,,,3.19,,,,,,32.0,,,,,,,,,,1.6,,3,식품의약품안전처,360g,카페루앤비,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,False,False
D220-748000000-1091,커피_카푸치노 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,76,,2.9,,,,4.75,,,,,,48.0,,,,,,,,,,2.0,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,False,,False,True,False,,False,False
D220-748000000-1092,커피_카푸치노 핫(HOT) (ML),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,36,,1.69,,,3.21,3.05,,,,,,24.0,,,,,,,,,,1.35,,3,식품의약품안전처,591g,더리터,2,수집,2023-07-20,2025-04-08,False,,False,True,False,,False,False
D220-748000000-1093,커피_카푸치노 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,62,,2.06,,,,3.38,,,,,,43.0,,,,,,,,,,1.32,,3,식품의약품안전처,340g,커피:니,2,수집,2023-09-19,2025-04-08,False,,False,True,False,,False,False
D220-748000000-1094,커피_콜드 브루 라떼 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,22,,1.18,,,,1.4,,,,,,23.0,,,,,,,,,,0.7,,3,식품의약품안전처,473g,블루샥,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,False,False
D220-748000000-1095,커피_콜드 브루 아메리카노 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,2,,0.3,,,,0.0,,,,,,6.0,,,,,,,,,,0.0,,3,식품의약품안전처,473g,블루샥,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,False,False
D220-748000000-1096,커피_콜드브루 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,5,,0.22,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,450g,커피:니,2,수집,2023-09-19,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1097,커피_콜드브루 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,4,,0.02,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1098,커피_콜드브루 디카페인 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1099,커피_콜드브루 디카페인 아이스(ICED) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1100,커피_콜드브루 디카페인 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1101,커피_콜드브루 디카페인 핫(HOT) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,False,True,False,,True,False
D220-748000000-1102,커피_콜드브루 라떼 디카페인 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,26,,1.16,,,,1.93,,,,,,19.0,,,,,,,,,,0.89,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,True,False
D220-748000000-1103,커피_콜드브루 라떼 디카페인 아이스(ICED) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,26,,1.15,,,,1.91,,,,,,19.0,,,,,,,,,,0.88,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,True,False
D220-748000000-1104,커피_콜드브루 라떼 디카페인 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,29,,1.32,,,,2.2,,,,,,22.0,,,,,,,,,,1.01,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,True,False
D220-748000000-1105,커피_콜드브루 라떼 디카페인 핫(HOT) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,37,,1.66,,,,2.76,,,,,,28.0,,,,,,,,,,1.27,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,False,,True,True,False,,True,False
